loan_date,amount,duration,status,account_date,frequency_issuance_after_transaction,frequency_monthly_issuance,frequency_weekly_issuance,NumberOfPeople,cc_issued_date,cc_type_classic,cc_type_gold,cc_type_junior,birth_number,sex,Cluster,date,balance,NumberOfTrans,Age
1996-10-20,-0.4920564980027397,24,1,1995-12-17,0,1,0,1,0,0.0,0.0,0.0,1972-06-23,1,0,961014,-0.7024628939383811,-0.4394557831671286,-0.9394207906929904
1996-10-23,-1.1641868556772559,36,1,1996-06-25,0,1,0,1,0,0.0,0.0,0.0,1950-07-27,0,0,961012,-0.13172696253599125,-1.4221371997565306,0.8185824317241823
1996-10-24,1.1197545788874739,60,1,1995-10-21,0,1,0,1,0,0.0,0.0,0.0,1966-03-09,0,0,961016,1.5562243733315173,-0.4171221146082785,-0.4599653663973979
1996-10-29,2.1583250177338424,60,1,1995-01-05,0,1,0,2,0,0.0,0.0,0.0,1945-01-26,1,0,961026,0.21943205839284036,2.1735834382183272,1.218128618637176
1996-10-29,-0.5626267598176992,12,1,1996-03-06,0,1,0,1,0,0.0,0.0,0.0,1940-12-04,0,0,961028,0.06432304121245574,-0.7297934744321792,1.537765568167571
1996-10-29,-0.5626267598176992,12,1,1996-03-06,0,1,0,1,0,0.0,0.0,0.0,1940-12-04,0,0,961028,-0.09412560043950173,-0.7297934744321792,1.537765568167571
1996-10-31,0.4513925361642418,36,1,1996-06-16,0,1,0,2,0,0.0,0.0,0.0,1964-03-14,1,0,961015,-0.6316238853032379,-1.08713217137378,-0.3001468916322003
1996-11-03,-0.730488062193088,24,1,1996-02-19,0,0,1,2,0,0.0,0.0,0.0,1976-09-16,1,0,961031,-0.8160191887248386,-0.46178945172597863,-1.2590577402233853
1996-11-06,-0.541158783731595,12,1,1996-05-11,1,0,0,2,0,0.0,0.0,0.0,1945-07-03,0,0,961031,1.6888260434965654,-0.9754638285795297,1.218128618637176
1996-11-09,-0.3349291836704029,24,1,1995-12-15,0,1,0,1,0,0.0,0.0,0.0,1963-10-12,1,0,961102,4.255873480767199,0.1635532679218227,-0.2202376542496016
1996-11-11,-0.3347008009460827,24,1,1995-05-08,0,1,0,1,0,0.0,0.0,0.0,1958-02-24,0,1,961108,-0.04492844591050871,-0.26078643469632823,0.17930853266339222
1996-11-12,1.2465069908852164,60,1,1995-07-14,0,1,0,1,0,0.0,0.0,0.0,1976-07-06,1,0,961111,-0.641638227341469,0.3868899535103232,-1.2590577402233853
1996-11-15,2.04070791470891,60,1,1995-07-29,0,1,0,1,0,0.0,0.0,0.0,1979-05-31,1,0,961110,-0.08059491024667012,-0.5957914630790789,-1.4987854523711817
1996-11-15,1.673582685364097,60,1,1996-03-27,0,1,0,2,0,0.0,0.0,0.0,1936-09-07,1,0,961108,-0.20638139017393564,-0.8191281486675794,1.937311755080565
1996-11-15,-0.9433407612595675,48,1,1996-06-07,0,1,0,1,0,0.0,0.0,0.0,1966-11-03,1,0,961112,-0.13652569023666403,-1.2881351884034304,-0.4599653663973979
1996-11-18,2.6235406271742057,48,1,1996-01-19,0,1,0,1,0,0.0,0.0,0.0,1953-06-01,1,0,961114,-0.4789663428028003,-0.5511241259613788,0.578854719576386
1996-11-19,-0.6964590362693697,12,1,1995-03-14,0,1,0,2,0,0.0,0.0,0.0,1952-11-10,0,0,961115,2.57806789685607,0.6102266390988237,0.6587639569589848
1996-11-22,0.7895131595203823,36,1,1996-06-09,0,1,0,2,0,0.0,0.0,0.0,1961-08-03,1,1,961110,0.5424013861905247,-1.2211341827268802,-0.06041917948440406
1996-11-25,0.35524340922541364,48,1,1996-03-28,0,1,0,1,0,0.0,0.0,0.0,1942-04-19,0,0,961123,-0.8083838193427484,-0.7744608115498793,1.4578563307849723
1996-11-28,-0.7969474349702828,12,1,1996-01-07,0,0,1,1,0,0.0,0.0,0.0,1943-01-04,1,0,961113,-0.9827149355847512,-0.08211708622552782,1.3779470934023736
1996-11-28,0.32372659326921815,48,1,1996-01-22,0,1,0,1,0,0.0,0.0,0.0,1973-11-21,1,0,961117,-0.2566252926716309,-0.5064567888436787,-1.0193300280755893
1996-12-04,0.0980844616408043,48,1,1996-04-20,0,1,0,1,0,0.0,0.0,0.0,1959-10-25,0,0,961203,-0.7835156251772225,-0.9977974971383797,0.09939929528079346
1996-12-05,2.5911102803207293,60,1,1995-10-24,1,0,0,1,1996-07-17,0.0,1.0,0.0,1970-10-12,1,0,961203,0.7658299666787871,-0.9084628229029796,-0.7796023159277929
1996-12-11,-0.20840515439698057,24,1,1995-11-23,1,0,0,1,1996-07-03,0.0,1.0,0.0,1964-10-14,1,0,961209,-1.5126141020783002,-0.2161190975786281,-0.3001468916322003
1996-12-12,0.0980844616408043,48,1,1995-01-21,0,1,0,2,0,0.0,0.0,0.0,1971-04-10,0,0,961211,0.858972410387312,2.1735834382183272,-0.8595115533103916
1996-12-15,0.7315039475430369,60,-1,1995-11-29,0,1,0,1,0,0.0,0.0,0.0,1939-03-20,1,0,961210,0.8084339684179043,-0.3501211089317284,1.6975840429327687
1996-12-21,-0.9543031320269398,48,1,1996-05-21,0,1,0,1,0,0.0,0.0,0.0,1957-05-04,0,0,961217,-0.151968621307384,-0.7967944801087293,0.25921777004599095
1996-12-25,-0.28068828664434187,36,1,1995-05-20,0,1,0,1,0,0.0,0.0,0.0,1953-06-01,1,0,961218,0.00634861042642469,1.1015673473935248,0.578854719576386
1996-12-27,-0.15130947331691633,24,1,1995-10-14,0,1,0,1,0,0.0,0.0,0.0,1962-10-19,0,0,961210,-0.7947353133612316,0.7218949818930739,-0.14032841686700281
